,location,total_sqft,bath,balcony,price,bhk
7050,Other,1200.0,1.0,0.0,65.0,1.0
7054,Other,1310.0,2.0,1.0,88.0,2.0
7056,Other,2000.0,5.0,2.0,240.0,5.0
7057,Other,4500.0,4.0,3.0,345.0,4.0
7058,Other,3155.0,4.0,1.5823075660594124,316.0,3.0
7060,Other,1441.0,2.0,1.0,115.0,2.0
7061,Other,418.0,1.0,1.0,17.0,1.0
7062,Other,1200.0,3.0,1.0,80.0,3.0
7063,Other,1500.0,2.0,1.0,200.0,3.0
7065,Other,610.0,1.0,0.0,28.0,1.0
7067,Other,1864.0,3.0,2.0,120.0,3.0
7068,Other,950.0,2.0,3.0,57.0,2.0
7070,Other,1100.0,2.0,1.0,62.0,2.0
7072,Other,1200.0,4.0,2.0,165.0,4.0
7074,Other,1200.0,2.0,0.0,90.0,3.0
7076,Other,1279.0,2.0,3.0,100.0,2.0
7081,Other,3600.0,4.0,2.0,300.0,4.0
7082,Other,1600.0,4.0,1.0,120.0,3.0
7083,Other,1120.0,2.0,0.0,60.0,2.0
7085,Other,1308.0,2.0,1.0,86.0,2.0
7086,Other,2170.0,3.0,2.0,265.0,4.0
7090,Other,1225.0,2.0,2.0,71.05,2.0
7092,Other,1200.0,3.0,0.0,78.0,2.0
7093,Other,2180.0,3.0,3.0,273.0,3.0
7098,Other,3300.0,8.0,3.0,310.0,8.0
7099,Other,1300.0,2.0,3.0,95.0,2.0
7100,Other,1350.0,2.0,2.0,89.5,2.0
7101,Other,2312.0,3.0,2.0,156.0,3.0
7102,Other,1175.0,2.0,1.0,70.0,2.0
7104,Other,2150.0,3.0,3.0,240.0,3.0
7106,Other,1386.0,3.0,2.0,93.0,4.0
7110,Other,6652.0,6.0,1.0,510.0,4.0
7112,Other,2500.0,2.0,1.0,300.0,3.0
7113,Other,1500.0,2.0,2.0,120.0,3.0
7116,Other,3520.0,6.0,1.0,460.0,5.0
7119,Other,1200.0,3.0,1.0,68.0,3.0
7121,Other,3800.0,6.0,1.5823075660594124,390.0,6.0
7122,Other,410.0,1.0,1.0,48.0,1.0
7123,Other,880.0,1.0,0.0,90.0,2.0
7125,Other,1280.0,2.0,2.0,68.48,2.0
7126,Other,1065.0,3.0,1.0,72.0,3.0
7128,Other,1250.0,2.0,1.0,77.13,3.0
7130,Other,2100.0,3.0,0.0,210.0,4.0
7133,Other,7000.0,6.0,2.0,560.0,6.0
7135,Other,1220.0,2.0,2.0,72.0,2.0
7139,Other,1100.0,2.0,2.0,75.0,2.0
7140,Other,1350.0,2.0,0.0,90.0,2.0
7141,Other,4800.0,5.0,2.0,350.0,4.0
7143,Other,1200.0,3.0,2.0,110.0,3.0
7145,Other,1250.0,2.0,3.0,75.0,2.0
7149,Other,648.0,1.0,1.0,40.0,1.0
7151,Other,1200.0,5.0,1.0,150.0,4.0
7153,Other,500.0,1.0,1.0,13.0,1.0
7154,Other,2400.0,4.0,1.0,325.0,5.0
7156,Other,1180.0,2.0,2.0,65.0,2.0
7160,Other,975.0,2.0,1.0,55.0,2.0
7163,Other,1115.0,2.0,1.0,115.0,2.0
7169,Other,1495.0,3.0,2.0,90.0,3.0
7173,Other,1000.0,2.0,2.0,60.0,2.0
7175,Other,2750.0,6.0,3.0,200.0,6.0
7176,Other,660.0,2.0,0.0,76.0,2.0
7178,Other,1275.0,2.0,1.0,76.0,2.0
7180,Other,793.0,1.0,1.0,40.0,1.0
7183,Other,1630.0,2.0,2.0,130.0,3.0
7186,Other,3000.0,3.0,2.0,400.0,3.0
7187,Other,1200.0,2.0,0.0,82.0,2.0
7188,Other,1419.0,3.0,2.0,85.0,3.0
7190,Other,2020.0,3.0,3.0,270.0,3.0
7191,Other,850.0,1.0,0.0,50.0,1.0
7192,Other,933.0,2.0,0.0,55.0,2.0
7196,Other,823.0,2.0,1.0,80.0,2.0
7198,Other,1750.0,3.0,2.0,120.0,3.0
7199,Other,750.0,2.0,0.0,40.0,2.0
7201,Other,2150.0,3.0,0.0,170.0,3.0
7202,Other,2200.0,2.0,1.0,190.0,3.0
7203,Other,1368.0,2.0,3.0,87.0,2.0
7204,Other,1507.0,3.0,1.0,80.0,3.0
7206,Other,1200.0,3.0,1.0,70.0,3.0
7207,Other,1175.0,2.0,2.0,83.0,2.0
7208,Other,6729.0,4.0,1.5823075660594124,900.0,3.0
7210,Other,1400.0,3.0,2.0,98.0,3.0
7214,Other,2240.0,3.0,2.0,300.0,3.0
7217,Other,1520.0,3.0,1.0,165.0,3.0
7220,Other,2360.0,3.0,2.0,185.0,4.0
7222,Other,1100.0,2.0,1.0,58.5,2.0
7224,Other,600.0,4.0,1.0,70.0,2.0
7225,Other,800.0,1.0,0.0,45.0,2.0
7226,Other,1200.0,4.0,0.0,120.0,4.0
7227,Other,1892.0,3.0,2.0,200.0,3.0
7229,Other,1050.0,2.0,2.0,65.0,2.0
7232,Other,1625.0,3.0,3.0,92.0,3.0
7235,Other,1269.0,2.0,2.0,97.0,2.0
7238,Other,1353.0,2.0,2.0,110.0,3.0
7239,Other,1200.0,2.0,1.0,68.0,2.0
7240,Other,1250.0,2.0,1.0,70.0,3.0
7241,Other,1950.2,3.0,2.0,261.0,3.0
7242,Other,2171.66,3.0,2.0,298.0,3.0
7244,Other,1600.0,3.0,1.0,100.0,3.0
7245,Other,540.0,1.0,0.0,22.0,1.0
7246,Other,1950.2,3.0,2.0,193.0,3.0
7249,Other,1013.0,2.0,2.0,60.0,2.0
7250,Other,2100.0,3.0,3.0,220.0,3.0
7253,Other,1625.0,3.0,2.0,95.0,3.0
7255,Other,1600.0,5.0,2.0,140.0,5.0
7257,Other,930.0,1.0,1.0,55.0,2.0
7261,Other,1274.0,2.0,1.0,90.0,2.0
7262,Other,2400.0,3.0,0.0,185.0,4.0
7264,Other,1427.0,2.0,1.5823075660594124,85.0,3.0
7265,Other,2031.0,2.0,2.0,200.0,2.0
7266,Other,2000.0,3.0,1.0,180.0,4.0
7268,Other,700.0,1.0,1.0,25.5,1.0
7269,Other,1200.0,3.0,2.0,120.0,3.0
7270,Other,1200.0,2.0,1.0,115.0,2.0
7272,Other,1650.0,6.0,1.5823075660594124,200.0,5.0
7273,Other,2000.0,3.0,3.0,200.0,3.0
7274,Other,1150.0,2.0,2.0,90.0,2.0
7275,Other,595.0,1.0,1.0,40.0,1.0
7277,Other,5480.0,4.0,2.0,400.0,3.0
7283,Other,3700.0,4.0,2.0,400.0,4.0
7284,Other,1625.0,3.0,1.0,150.0,3.0
7287,Other,1515.0,3.0,3.0,80.5,3.0
7291,Other,2505.0,3.0,1.5823075660594124,165.0,3.0
7293,Other,1650.0,3.0,2.0,135.0,3.0
7294,Other,925.0,2.0,1.0,68.0,2.0
7296,Other,1750.0,3.0,2.0,100.0,3.0
7297,Other,747.0,1.0,2.0,27.0,1.0
7299,Other,1738.0,3.0,2.0,110.0,3.0
7303,Other,1720.0,3.0,1.0,95.0,3.0
7304,Other,500.0,1.0,2.0,51.0,1.0
7305,Other,850.0,2.0,2.0,45.0,2.0
7308,Other,1290.0,2.0,2.0,71.95,2.0
7309,Other,1650.0,3.0,2.0,140.0,3.0
7313,Other,2559.0,1.0,1.0,55.0,1.0
7314,Other,720.0,1.0,2.0,28.0,1.0
7315,Other,1100.0,2.0,1.0,90.0,2.0
7319,Other,600.0,1.0,1.0,22.8,1.0
7320,Other,540.0,1.0,2.0,24.0,1.0
7327,Other,1200.0,4.0,1.0,85.0,4.0
7330,Other,2400.0,3.0,2.0,185.0,3.0
7331,Other,1432.0,3.0,2.0,79.0,3.0
7332,Other,1500.0,3.0,3.0,90.0,3.0
7333,Other,3500.0,3.0,3.0,425.0,4.0
7334,Other,3100.0,5.0,0.0,425.0,4.0
7337,Other,1200.0,4.0,1.0,110.0,4.0
7338,Other,600.0,1.0,0.0,24.0,1.0
7339,Other,1770.0,3.0,2.0,99.0,3.0
7340,Other,1800.0,3.0,1.0,130.0,3.0
7342,Other,1570.0,2.0,2.0,95.0,3.0
7343,Other,2250.0,3.0,0.0,180.0,3.0
7344,Other,1270.0,2.0,1.5823075660594124,172.0,2.0
7347,Other,3210.0,2.708601981443623,1.5823075660594124,353.0,5.0
7354,Other,1950.0,3.0,3.0,132.0,3.0
7355,Other,1200.0,2.0,2.0,130.0,3.0
7357,Other,1600.0,3.0,2.0,102.0,3.0
7361,Other,1100.0,2.0,1.5823075660594124,65.0,2.0
7362,Other,1035.0,2.0,2.0,55.0,2.0
7363,Other,600.0,3.0,2.0,72.0,2.0
7364,Other,1200.0,3.0,3.0,75.0,3.0
7365,Other,450.0,1.0,1.0,20.0,1.0
7367,Other,1719.0,3.0,3.0,95.0,3.0
7370,Other,540.0,1.0,1.0,22.5,1.0
7373,Other,1500.0,3.0,2.0,85.0,3.0
7374,Other,1360.0,2.0,2.0,73.0,3.0
7375,Other,1182.0,2.0,1.0,64.0,2.0
7376,Other,1350.0,1.0,0.0,120.0,3.0
7377,Other,1500.0,3.0,1.0,90.0,3.0
7378,Other,2292.0,2.0,1.0,285.0,3.0
7379,Other,1945.0,3.0,2.0,135.0,3.0
7381,Other,1075.0,2.0,2.0,58.0,2.0
7386,Other,1035.0,2.0,2.0,60.0,2.0
7387,Other,1232.0,2.0,1.0,94.28,2.0
7389,Other,6652.0,6.0,1.0,660.0,4.0
7393,Other,2700.0,3.0,2.0,230.0,4.0
7396,Other,6688.0,6.0,1.0,700.0,4.0
7398,Other,2872.0,4.0,3.0,183.0,4.0
7401,Other,1100.0,2.0,2.0,64.08,2.0
7403,Other,1600.0,2.0,1.0,90.0,2.0
7405,Other,530.0,1.0,1.0,18.0,1.0
7407,Other,1800.0,5.0,1.0,140.0,6.0
7408,Other,1012.0,2.0,1.0,62.0,2.0
7410,Other,1490.0,3.0,0.0,140.0,3.0
7412,Other,1650.0,1.0,1.0,130.0,2.0
7415,Other,1155.0,2.0,1.0,64.0,2.0
7417,Other,1200.0,2.0,3.0,70.0,2.0
7418,Other,1800.0,1.0,1.0,200.0,1.0
7421,Other,812.0,1.0,0.0,26.0,1.0
7424,Other,3600.0,5.0,1.5823075660594124,400.0,4.0
7425,Padmanabhanagar,1020.0,2.0,2.0,63.0,2.0
7426,Padmanabhanagar,1176.0,2.0,0.0,62.0,2.0
7427,Padmanabhanagar,1258.0,2.0,2.0,115.0,2.0
7429,Padmanabhanagar,1100.0,2.0,2.0,65.0,2.0
7430,Padmanabhanagar,3400.0,3.0,1.0,210.0,4.0
7434,Padmanabhanagar,4500.0,4.0,2.0,360.0,3.0
7435,Padmanabhanagar,1200.0,2.0,1.0,60.0,2.0
7437,Padmanabhanagar,1000.0,1.0,1.5823075660594124,90.0,2.0
7438,Padmanabhanagar,1067.0,2.0,2.0,52.0,2.0
7442,Padmanabhanagar,1100.0,2.0,1.0,60.0,2.0
7443,Padmanabhanagar,2051.0,3.0,1.0,180.0,3.0
7444,Padmanabhanagar,2051.0,3.0,2.0,170.0,3.0
7445,Pai Layout,1006.0,2.0,2.0,35.0,2.0
7446,Pai Layout,1550.0,2.0,2.0,90.0,3.0
7447,Pai Layout,1050.0,2.0,2.0,40.0,2.0
7448,Pai Layout,1400.0,2.0,3.0,67.0,3.0
7449,Pai Layout,1100.0,2.0,2.0,50.0,2.0
7450,Pai Layout,1255.0,2.0,1.0,80.0,2.0
7451,Pai Layout,1075.0,2.0,2.0,35.0,2.0
7452,Pai Layout,1400.0,2.0,2.0,57.5,2.0
7453,Pai Layout,1175.0,2.0,2.0,60.0,2.0
7454,Pai Layout,810.0,2.0,2.0,34.5,2.0
7455,Pai Layout,1000.0,2.0,2.0,34.0,2.0
7456,Pai Layout,1000.0,2.0,3.0,42.0,2.0
7457,Pai Layout,3800.0,6.0,1.5823075660594124,175.0,6.0
7458,Pai Layout,1068.0,2.0,3.0,48.0,2.0
7459,Pai Layout,1510.0,2.0,2.0,65.0,3.0
7462,Panathur,1359.0,2.0,1.0,87.0,2.0
7464,Panathur,1198.0,2.0,1.0,77.0,2.0
7465,Panathur,1180.0,2.0,1.0,70.0,2.0
7466,Panathur,1546.0,3.0,2.0,99.0,3.0
7468,Panathur,1000.0,2.0,1.0,65.3,2.0
7469,Panathur,1109.0,2.0,1.0,63.0,2.0
7470,Panathur,1000.0,2.0,1.0,68.0,2.0
7471,Panathur,1255.0,2.0,2.0,79.0,2.0
7472,Panathur,1205.0,2.0,2.0,62.9,2.0
7473,Panathur,1198.0,2.0,1.0,82.0,2.0
7474,Panathur,1235.0,2.0,3.0,65.0,2.0
7475,Panathur,1210.0,2.0,1.0,80.0,2.0
7476,Panathur,1210.0,2.0,1.0,77.0,2.0
7477,Panathur,661.0,1.0,1.0,40.0,1.0
7478,Panathur,1210.0,2.0,1.0,78.0,2.0
7480,Panathur,1050.0,2.0,2.0,60.0,2.0
7481,Panathur,1398.0,2.0,1.0,97.0,2.0
7482,Panathur,1065.0,2.0,1.0,58.0,2.0
7483,Panathur,1007.0,2.0,1.0,64.0,2.0
7484,Panathur,1210.0,2.0,1.0,77.93,2.0
7485,Panathur,1230.0,2.0,1.0,80.0,2.0
7486,Panathur,980.0,2.0,1.0,57.0,2.0
7487,Panathur,1075.0,2.0,2.0,60.0,2.0
7488,Panathur,1210.0,2.0,2.0,69.0,2.0
7489,Panathur,1343.0,2.0,1.0,76.0,2.0
7490,Pattandur Agrahara,1550.0,2.0,3.0,80.0,3.0
7491,Pattandur Agrahara,1025.0,2.0,1.0,44.5,2.0
7492,Pattandur Agrahara,1247.0,2.0,1.0,59.8,2.0
7493,Pattandur Agrahara,900.0,2.0,2.0,42.0,2.0
7494,Pattandur Agrahara,1302.0,2.0,1.0,66.0,2.0
7495,Pattandur Agrahara,1247.0,2.0,2.0,62.35,2.0
7496,Pattandur Agrahara,1350.0,2.0,3.0,68.0,2.0
7497,Poorna Pragna Layout,920.0,2.0,2.0,39.55,2.0
7498,Poorna Pragna Layout,1475.0,2.0,2.0,58.99,3.0
7499,Poorna Pragna Layout,1270.0,2.0,2.0,50.79,3.0
7500,Poorna Pragna Layout,1160.0,2.0,1.0,46.39,2.0
7501,Poorna Pragna Layout,965.0,2.0,2.0,48.0,2.0
7502,Poorna Pragna Layout,1355.0,2.0,3.0,58.25,3.0
7503,Poorna Pragna Layout,1355.0,2.0,3.0,58.27,3.0
7504,Poorna Pragna Layout,1270.0,2.0,1.0,50.79,3.0
7505,Poorna Pragna Layout,1160.0,2.0,2.0,46.39,2.0
7506,Poorna Pragna Layout,1270.0,2.0,3.0,50.79,3.0
7507,Poorna Pragna Layout,960.0,2.0,3.0,50.0,2.0
7508,Prithvi Layout,2028.0,4.0,3.0,162.0,4.0
7509,Prithvi Layout,1352.0,2.0,2.0,87.5,2.0
7510,Prithvi Layout,1190.0,2.0,2.0,68.0,2.0
7511,Prithvi Layout,1352.0,2.0,2.0,85.0,2.0
7512,Prithvi Layout,1352.0,2.0,2.0,75.0,2.0
7513,Prithvi Layout,2273.0,4.0,3.0,220.0,3.0
7514,Prithvi Layout,1352.0,3.0,1.0,93.0,2.0
7515,Prithvi Layout,2273.0,4.0,2.0,192.0,3.0
7516,Prithvi Layout,1352.0,2.0,2.0,72.0,2.0
7519,R.T. Nagar,1200.0,2.0,1.0,120.0,2.0
7521,R.T. Nagar,1040.0,2.0,2.0,46.0,2.0
7522,R.T. Nagar,1200.0,2.0,3.0,45.0,2.0
7523,R.T. Nagar,1235.0,2.0,2.0,65.0,2.0
7524,R.T. Nagar,1140.0,3.0,1.0,130.0,3.0
7525,R.T. Nagar,970.0,2.0,1.0,55.0,2.0
7526,R.T. Nagar,1560.0,3.0,3.0,125.0,3.0
7527,R.T. Nagar,1200.0,2.0,2.0,60.0,2.0
7530,R.T. Nagar,1200.0,3.0,1.5823075660594124,140.0,3.0
7531,R.T. Nagar,1100.0,3.0,0.0,125.0,2.0
7532,R.T. Nagar,1150.0,2.0,2.0,72.0,2.0
7533,R.T. Nagar,1500.0,4.0,3.0,185.0,4.0
7534,R.T. Nagar,3600.0,8.0,2.0,165.0,9.0
7535,R.T. Nagar,1080.0,2.0,1.0,48.0,2.0
7536,R.T. Nagar,1325.0,2.0,2.0,52.0,2.0
7538,R.T. Nagar,1300.0,3.0,1.5823075660594124,145.0,3.0
7540,R.T. Nagar,1100.0,2.0,2.0,85.0,2.0
7541,R.T. Nagar,1667.0,3.0,1.5823075660594124,130.0,3.0
7542,Rachenahalli,1050.0,2.0,2.0,52.07,2.0
7544,Rachenahalli,1050.0,2.0,2.0,55.5,2.0
7546,Rachenahalli,1050.0,2.0,2.0,53.5,2.0
7548,Rachenahalli,1220.0,2.0,2.0,59.5,2.0
7549,Rachenahalli,1050.0,2.0,2.0,52.5,2.0
7552,Rachenahalli,1050.0,2.0,2.0,52.1,2.0
7553,Rachenahalli,1113.0,2.0,1.0,55.0,2.0
7554,Rachenahalli,3657.0,5.0,1.5823075660594124,220.0,4.0
7556,Rachenahalli,680.0,1.0,0.0,32.64,1.0
7557,Rachenahalli,412.5,1.0,0.0,19.8,1.0
7558,Rachenahalli,1050.0,2.0,2.0,52.5,2.0
7560,Rachenahalli,690.0,1.0,1.0,39.8,1.0
7561,Rachenahalli,1200.0,2.0,2.0,50.0,2.0
7562,Rachenahalli,1050.0,2.0,2.0,47.25,2.0
7563,Rachenahalli,1100.0,2.0,1.0,68.0,2.0
7564,Rachenahalli,985.0,2.0,1.0,49.97,2.0
7565,Rachenahalli,1050.0,2.0,2.0,52.08,2.0
7567,Rachenahalli,2710.0,3.0,2.0,170.0,3.0
7568,Rachenahalli,985.0,2.0,1.0,49.97,2.0
7569,Rachenahalli,1856.0,3.0,3.0,106.0,3.0
7570,Rachenahalli,985.0,2.0,1.0,50.17,2.0
7571,Rachenahalli,2600.0,3.0,2.0,160.0,3.0
7572,Rachenahalli,1756.0,3.0,2.0,110.0,3.0
7575,Rachenahalli,985.0,2.0,1.0,50.17,2.0
7576,Rachenahalli,1050.0,2.0,2.0,52.71,2.0
7579,Raja Rajeshwari Nagar,1295.0,2.0,2.0,43.9,2.0
7580,Raja Rajeshwari Nagar,1145.0,2.0,2.0,45.79,2.0
7581,Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.1,2.0
7582,Raja Rajeshwari Nagar,1295.0,2.0,1.0,55.47,2.0
7583,Raja Rajeshwari Nagar,1133.0,2.0,1.0,49.07,2.0
7584,Raja Rajeshwari Nagar,1090.0,2.0,1.0,42.0,2.0
7585,Raja Rajeshwari Nagar,1260.0,2.0,1.0,67.39,2.0
7586,Raja Rajeshwari Nagar,1141.0,2.0,2.0,38.55,2.0
7587,Raja Rajeshwari Nagar,1140.0,2.0,1.0,49.39,2.0
7588,Raja Rajeshwari Nagar,1303.0,2.0,2.0,55.79,2.0
7589,Raja Rajeshwari Nagar,600.0,1.0,1.0,22.0,1.0
7590,Raja Rajeshwari Nagar,1278.0,2.0,1.0,53.76,3.0
7591,Raja Rajeshwari Nagar,500.0,1.0,1.0,25.0,1.0
7592,Raja Rajeshwari Nagar,1143.0,2.0,2.0,38.65,2.0
7593,Raja Rajeshwari Nagar,1610.0,3.0,2.0,74.0,3.0
7594,Raja Rajeshwari Nagar,1105.0,2.0,1.0,65.0,2.0
7595,Raja Rajeshwari Nagar,1258.0,2.0,1.0,63.53,2.0
7596,Raja Rajeshwari Nagar,1128.0,2.0,2.0,38.24,2.0
7597,Raja Rajeshwari Nagar,1157.0,2.0,1.0,53.8,2.0
7598,Raja Rajeshwari Nagar,1185.0,2.0,2.0,47.39,2.0
7601,Raja Rajeshwari Nagar,1030.0,2.0,1.0,50.0,2.0
7602,Raja Rajeshwari Nagar,1144.0,2.0,2.0,38.55,2.0
7603,Raja Rajeshwari Nagar,1196.0,2.0,2.0,51.51,2.0
7604,Raja Rajeshwari Nagar,1570.0,3.0,2.0,88.0,3.0
7605,Raja Rajeshwari Nagar,1168.0,2.0,1.0,61.0,2.0
7606,Raja Rajeshwari Nagar,1306.0,2.0,1.0,55.91,2.0
7607,Raja Rajeshwari Nagar,1608.0,3.0,1.0,67.98,3.0
7609,Raja Rajeshwari Nagar,1575.0,2.0,2.0,78.0,3.0
7610,Raja Rajeshwari Nagar,1200.0,2.0,1.0,35.0,2.0
7611,Raja Rajeshwari Nagar,1151.0,2.0,2.0,39.02,2.0
7614,Raja Rajeshwari Nagar,1196.0,2.0,2.0,51.15,2.0
7615,Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.0,2.0
7617,Raja Rajeshwari Nagar,1295.0,2.0,2.0,70.0,2.0
7618,Raja Rajeshwari Nagar,648.0,1.0,1.0,31.75,1.0
7619,Raja Rajeshwari Nagar,1100.0,2.0,1.0,55.0,2.0
7620,Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.55,2.0
7621,Raja Rajeshwari Nagar,1090.0,2.0,2.0,43.59,2.0
7623,Raja Rajeshwari Nagar,1023.0,2.0,2.0,42.0,2.0
7624,Raja Rajeshwari Nagar,1070.0,2.0,1.0,50.0,2.0
7626,Raja Rajeshwari Nagar,4800.0,8.0,1.5823075660594124,225.0,8.0
7627,Raja Rajeshwari Nagar,1128.0,2.0,1.0,48.79,2.0
7628,Raja Rajeshwari Nagar,1267.0,2.0,2.0,42.85,2.0
7629,Raja Rajeshwari Nagar,550.0,1.0,0.0,21.0,1.0
7630,Raja Rajeshwari Nagar,1120.0,2.0,2.0,37.95,2.0
7631,Raja Rajeshwari Nagar,1608.0,2.0,2.0,85.0,2.0
7632,Raja Rajeshwari Nagar,1210.0,2.0,2.0,45.0,2.0
7633,Raja Rajeshwari Nagar,1240.0,2.0,1.0,53.27,2.0
7634,Raja Rajeshwari Nagar,1395.0,2.0,2.0,72.0,3.0
7635,Raja Rajeshwari Nagar,1165.0,2.0,1.0,45.0,2.0
7636,Raja Rajeshwari Nagar,1288.0,2.0,1.0,70.0,3.0
7637,Raja Rajeshwari Nagar,1120.0,2.0,2.0,37.97,2.0
7638,Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.65,2.0
7639,Raja Rajeshwari Nagar,1095.0,2.0,1.0,38.33,2.0
7640,Raja Rajeshwari Nagar,1420.0,2.0,2.0,60.0,3.0
7641,Raja Rajeshwari Nagar,1303.0,2.0,2.0,44.17,2.0
7642,Raja Rajeshwari Nagar,1185.0,2.0,1.0,40.17,2.0
7643,Raja Rajeshwari Nagar,1140.0,2.0,1.0,49.27,2.0
7645,Raja Rajeshwari Nagar,1095.0,2.0,2.0,38.33,2.0
7646,Raja Rajeshwari Nagar,1235.0,2.0,1.0,75.0,2.0
7647,Raja Rajeshwari Nagar,1280.0,3.0,2.0,57.6,3.0
7648,Raja Rajeshwari Nagar,1303.0,2.0,1.0,55.79,2.0
7649,Raja Rajeshwari Nagar,1162.0,2.0,0.0,65.0,2.0
7650,Raja Rajeshwari Nagar,1133.0,2.0,2.0,38.41,2.0
7651,Raja Rajeshwari Nagar,1151.0,2.0,1.0,49.0,2.0
7652,Raja Rajeshwari Nagar,1267.0,2.0,1.0,54.35,2.0
7654,Raja Rajeshwari Nagar,1100.0,2.0,1.0,50.0,2.0
7655,Raja Rajeshwari Nagar,1185.0,2.0,2.0,40.17,2.0
7657,Raja Rajeshwari Nagar,1306.0,2.0,2.0,44.17,2.0
7658,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.44,2.0
7659,Raja Rajeshwari Nagar,1178.0,2.0,1.0,75.0,2.0
7660,Raja Rajeshwari Nagar,1128.0,2.0,2.0,40.0,2.0
7661,Raja Rajeshwari Nagar,1151.0,2.0,2.0,39.0,2.0
7663,Raja Rajeshwari Nagar,1525.0,2.0,2.0,99.13,3.0
7664,Raja Rajeshwari Nagar,1060.0,2.0,1.0,48.0,2.0
7665,Raja Rajeshwari Nagar,3900.0,6.0,1.5823075660594124,195.0,6.0
7667,Raja Rajeshwari Nagar,1170.0,2.0,3.0,50.0,2.0
7669,Raja Rajeshwari Nagar,1185.0,2.0,1.0,51.15,2.0
7670,Raja Rajeshwari Nagar,1255.0,2.0,1.0,53.87,2.0
7671,Raja Rajeshwari Nagar,1419.0,2.0,1.0,60.42,2.0
7672,Raja Rajeshwari Nagar,1693.0,3.0,1.0,71.38,3.0
7673,Raja Rajeshwari Nagar,3600.0,9.0,3.0,240.0,9.0
7674,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,2.0
7677,Raja Rajeshwari Nagar,1160.0,2.0,1.0,70.0,2.0
7678,Raja Rajeshwari Nagar,1133.0,2.0,1.0,38.37,2.0
7679,Raja Rajeshwari Nagar,1140.0,2.0,1.0,48.7,2.0
7680,Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.65,2.0
7681,Raja Rajeshwari Nagar,1295.0,2.0,2.0,55.47,2.0
7682,Raja Rajeshwari Nagar,1133.0,2.0,2.0,40.0,2.0
7684,Raja Rajeshwari Nagar,1550.0,3.0,1.0,86.8,3.0
7685,Raja Rajeshwari Nagar,1400.0,2.0,2.0,45.0,2.0
7686,Raja Rajeshwari Nagar,1110.0,2.0,1.0,52.0,2.0
7687,Raja Rajeshwari Nagar,1580.0,3.0,1.0,83.74,3.0
7689,Raja Rajeshwari Nagar,1640.0,3.0,1.0,86.8,3.0
7691,Raja Rajeshwari Nagar,1279.0,2.0,1.0,53.76,3.0
7692,Raja Rajeshwari Nagar,1240.0,2.0,2.0,40.54,2.0
7693,Raja Rajeshwari Nagar,1090.0,2.0,1.0,57.0,2.0
7694,Raja Rajeshwari Nagar,1240.0,2.0,2.0,42.04,2.0
7695,Raja Rajeshwari Nagar,1757.0,3.0,3.0,98.0,3.0
7696,Raja Rajeshwari Nagar,1530.0,3.0,2.0,64.0,3.0
7697,Raja Rajeshwari Nagar,1587.0,3.0,1.0,73.8,3.0
7699,Raja Rajeshwari Nagar,1450.0,2.0,1.0,67.0,3.0
7700,Raja Rajeshwari Nagar,1090.0,2.0,2.0,57.0,2.0
7701,Raja Rajeshwari Nagar,945.0,2.0,1.0,45.0,2.0
7702,Raja Rajeshwari Nagar,1303.0,2.0,2.0,55.78,2.0
7703,Raja Rajeshwari Nagar,3450.0,7.0,2.0,225.0,8.0
7704,Raja Rajeshwari Nagar,1700.0,2.0,2.0,86.0,3.0
7705,Raja Rajeshwari Nagar,1270.0,2.0,2.0,62.0,2.0
7706,Raja Rajeshwari Nagar,1250.0,2.0,2.0,68.0,2.0
7707,Raja Rajeshwari Nagar,1260.0,2.0,1.0,62.0,3.0
7708,Raja Rajeshwari Nagar,1580.0,2.0,2.0,66.85,3.0
7709,Raja Rajeshwari Nagar,1050.0,2.0,2.0,37.0,2.0
7710,Raja Rajeshwari Nagar,1021.0,3.0,2.0,59.0,3.0
7711,Raja Rajeshwari Nagar,1500.0,3.0,2.0,88.0,3.0
7712,Raja Rajeshwari Nagar,1168.0,2.0,1.0,66.0,2.0
7713,Raja Rajeshwari Nagar,1400.0,2.0,2.0,86.0,3.0
7714,Raja Rajeshwari Nagar,1157.0,2.0,1.0,65.0,2.0
7715,Raja Rajeshwari Nagar,1206.0,2.0,1.0,40.7,2.0
7716,Raja Rajeshwari Nagar,1000.0,2.0,0.0,50.0,2.0
7717,Raja Rajeshwari Nagar,1485.0,2.0,2.0,63.0,3.0
7718,Raja Rajeshwari Nagar,1335.0,2.0,1.0,56.0,3.0
7720,Raja Rajeshwari Nagar,1255.0,2.0,2.0,42.54,2.0
7721,Raja Rajeshwari Nagar,1530.0,3.0,3.0,64.86,3.0
7722,Raja Rajeshwari Nagar,1850.0,3.0,1.0,98.0,3.0
7723,Raja Rajeshwari Nagar,1140.0,2.0,2.0,44.0,2.0
7724,Raja Rajeshwari Nagar,6000.0,8.0,3.0,215.0,8.0
7725,Raja Rajeshwari Nagar,1140.0,2.0,2.0,39.0,2.0
7726,Raja Rajeshwari Nagar,510.0,1.0,1.0,22.0,1.0
